"Time","ph","Pi"
6.12612613,6.44392757095641,17.3463385194704
6.14114114,6.44305815956772,17.3622391649025
6.15615616,6.44219111315956,17.378149847947
6.17117117,6.44132642530415,17.3940705642734
6.18618619,6.44046408959117,17.4100013088421
6.2012012,6.43960409962771,17.4259420759238
6.21621622,6.43874644903819,17.4418928591186
6.23123123,6.43789113146438,17.4578536513745
6.24624625,6.4370381405653,17.4738244450048
6.26126126,6.43618747001719,17.489805231706
6.27627628,6.43533911351346,17.5057960025749
6.29129129,6.43449306476463,17.5217967481248
6.30630631,6.43364931749834,17.5378074583021
6.32132132,6.43280786545923,17.5538281225016
6.33633634,6.43196870240893,17.5698587295824
6.35135135,6.43113182212601,17.5858992678823
6.36636637,6.43029721840595,17.6019497252328
6.38138138,6.42946488506107,17.6180100889729
6.3963964,6.42863481592048,17.6340803459632
6.41141141,6.42780700483006,17.6501604825991
6.42642643,6.42698144565241,17.6662504848243
6.44144144,6.42615813226677,17.6823503381428
6.45645646,6.42533705856903,17.6984600276322
6.47147147,6.42451821847164,17.7145795379548
6.48648649,6.42370160590359,17.7307088533703
6.5015015,6.42288721481034,17.7468479577464
6.51651652,6.42207503915381,17.7629968345704
6.53153153,6.42126507291231,17.77915546696
6.54654655,6.4204573100805,17.7953238376734
6.56156156,6.41965174466936,17.8115019291201
6.57657658,6.41884837070611,17.8276897233703
6.59159159,6.41804718223421,17.843887202165
6.60660661,6.41724817331329,17.8600943469252
6.62162162,6.41645133801912,17.8763111387609
6.63663664,6.41565667044353,17.8925375584803
6.65165165,6.41486416469444,17.9087735865982
6.66666667,6.41407381489573,17.9250192033447
6.68168168,6.41328561518725,17.9412743886727
6.6966967,6.41249955972479,17.9575391222665
6.71171171,6.41171564267996,17.9738133835494
6.72672673,6.41093385824024,17.9900971516906
6.74174174,6.41015420060889,18.0063904056134
6.75675676,6.40937666400488,18.0226931240012
6.77177177,6.40860124266293,18.0390052853054
6.78678679,6.40782793083338,18.0553268677512
6.8018018,6.40705672278219,18.0716578493446
6.81681682,6.4062876127909,18.0879982078783
6.83183183,6.40552059515658,18.1043479209382
6.84684685,6.40475566419178,18.1207069659088
6.86186186,6.40399281422451,18.1370753199794
6.87687688,6.40323203959816,18.1534529601494
6.89189189,6.4024733346715,18.1698398632339
6.90690691,6.40171669381863,18.1862360058686
6.92192192,6.4009621114289,18.2026413645152
6.93693694,6.40020958190691,18.2190559154662
6.95195195,6.39945909967248,18.2354796348498
6.96696697,6.39871065916054,18.2519124986342
6.98198198,6.39796425482117,18.2683544826327
6.996997,6.39721988111951,18.2848055625072
7.01201201,6.39647753253572,18.3012657137734
7.02702703,6.39573720356497,18.3177349118041
7.04204204,6.39499888871737,18.3342131318335
7.05705706,6.39426258251795,18.3507003489611
7.07207207,6.39352827950659,18.3671965381555
7.08708709,6.39279597423802,18.3837016742575
7.1021021,6.39206566128174,18.4002157319843
7.11711712,6.39133733522201,18.4167386859322
7.13213213,6.3906109906578,18.4332705105806
7.14714715,6.38988662220275,18.4498111802946
7.16216216,6.38916422448511,18.4663606693283
7.17717718,6.38844379214773,18.4829189518278
7.19219219,6.38772531984803,18.4994860018339
7.20720721,6.38700880225792,18.5160617932852
7.22222222,6.38629423406376,18.5326463000207
7.23723724,6.38558160996639,18.5492394957822
7.25225225,6.384870924681,18.5658413542169
7.26726727,6.38416217293716,18.5824518488801
7.28228228,6.38345534947874,18.5990709532374
7.2972973,6.38275044906389,18.6156986406668
7.31231231,6.382047466465,18.6323348844613
7.32732733,6.38134639646865,18.6489796578308
7.34234234,6.38064723387558,18.665632933904
7.35735736,6.37994997350066,18.6822946857309
7.37237237,6.37925461017283,18.6989648862843
7.38738739,6.3785611387351,18.7156435084617
7.4024024,6.37786955404445,18.7323305250874
