"Force","Time"
2.38414427993329e-06,-4
0.000102696438948998,-3.99799971424489
0.000397338363002598,-3.99599942848978
0.000877971260015084,-3.99399914273468
0.00153683945430047,-3.99199885697957
0.00236667054060871,-3.98999857122446
0.00336060605921638,-3.98799828546935
0.00451214805963686,-3.98599799971424
0.00581510020446013,-3.98399771395914
0.00726354538918826,-3.98199742820403
0.00885181128128404,-3.97999714244892
0.0105744549097441,-3.97799685669381
0.012426220497576,-3.97599657093871
0.0144020545362771,-3.9739962851836
0.0164970850802398,-3.97199599942849
0.0187066007744189,-3.96999571367338
0.0210260500019954,-3.96799542791827
0.0234510324935266,-3.96599514216317
0.0259772919534818,-3.96399485640806
0.0286007100490584,-3.96199457065295
0.031317300900596,-3.95999428489784
0.0341232065396379,-3.95799399914273
0.0370146920249081,-3.95599371338763
0.039988141204267,-3.95399342763252
0.0430400528062041,-3.95199314187741
0.0461670364735295,-3.9499928561223
0.0493658094332378,-3.9479925703672
0.0526331931635417,-3.94599228461209
0.0559661099259074,-3.94399199885698
0.0593615797596454,-3.94199171310187
0.0628167173281197,-3.93999142734676
0.0663287290272722,-3.93799114159166
0.0698949105550889,-3.93599085583655
0.0735126438511344,-3.93399057008144
0.0771793945980987,-3.93199028432633
0.0808927096520427,-3.92998999857122
0.0846502145209474,-3.92798971281612
0.0884496112172586,-3.92598942706101
0.092288675874673,-3.9239891413059
0.0961652564281941,-3.92198885555079
0.10007727056591,-3.91998856979568
0.104022703475308,-3.91798828404058
0.107999605900355,-3.91598799828547
0.11200609233246,-3.91398771253036
0.116040338884675,-3.91198742677525
0.120100581524657,-3.90998714102015
0.124185114206804,-3.90798685526504
0.128292287106368,-3.90598656950993
0.132420505115144,-3.90398628375482
0.136568226046482,-3.90198599799971
0.140733959052175,-3.89998571224461
0.144916263089038,-3.8979854264895
0.149113745346096,-3.89598514073439
0.15332505989022,-3.89398485497928
0.157548906261107,-3.89198456922417
0.161784028016255,-3.88998428346907
0.166029211452984,-3.88798399771396
0.170283284247024,-3.88598371195885
0.174545114203317,-3.88398342620374
0.178813608189138,-3.88198314044864
0.183087710794773,-3.87998285469353
0.187366403241691,-3.87798256893842
0.19164870224543,-3.87598228318331
0.195933658910665,-3.8739819974282
0.200220357777139,-3.8719817116731
0.20450791575629,-3.86998142591799
0.208795481117859,-3.86798114016288
0.21308223256827,-3.86598085440777
0.217367378264308,-3.86398056865266
0.221650154952646,-3.86198028289756
0.225929827143408,-3.85997999714245
0.230205686188892,-3.85797971138734
