"Force","Time","pH"
0.945852090849179,-3.05386483783398,7.5
0.94623246018989,-3.05186455207887,7.5
0.946610346184561,-3.04986426632376,7.5
0.946985775590033,-3.04786398056865,7.5
0.947358757574998,-3.04586369481354,7.5
0.947729308516357,-3.04386340905844,7.5
0.948097444365979,-3.04186312330333,7.5
0.948463162613726,-3.03986283754822,7.5
0.948826460392357,-3.03786255179311,7.5
0.949187459256583,-3.03586226603801,7.5
0.94954610121666,-3.0338619802829,7.5
0.949902404774631,-3.03186169452779,7.5
0.950256361552343,-3.02986140877268,7.5
0.950608036094501,-3.02786112301757,7.5
0.950957423613482,-3.02586083726247,7.5
0.951304539376339,-3.02386055150736,7.5
0.951649386825435,-3.02186026575225,7.5
0.951991993957334,-3.01985997999714,7.5
0.952332367927008,-3.01785969424203,7.5
0.95267052837962,-3.01585940848693,7.5
0.95300648279765,-3.01385912273182,7.5
0.953340219347152,-3.01185883697671,7.5
0.953671789542217,-3.0098585512216,7.5
0.954001217718188,-3.0078582654665,7.5
0.954328503374596,-3.00585797971139,7.5
0.95465365068516,-3.00385769395628,7.5
0.954976693516851,-3.00185740820117,7.5
0.955297630680248,-2.99985712244606,7.5
0.955616478087444,-2.99785683669096,7.5
0.955933238893064,-2.99585655093585,7.5
0.956247946330965,-2.99385626518074,7.5
0.956560605392606,-2.99185597942563,7.5
0.95687122023982,-2.98985569367052,7.5
0.957179814827701,-2.98785540791542,7.5
0.957486402317061,-2.98585512216031,7.5
0.957790987745153,-2.9838548364052,7.5
0.958093576428415,-2.98185455065009,7.5
0.958394186046938,-2.97985426489499,7.5
0.958692857700804,-2.97785397913988,7.5
0.958989592559957,-2.97585369338477,7.5
0.959284395644764,-2.97385340762966,7.5
0.959577274558251,-2.97185312187455,7.5
0.959868249576211,-2.96985283611945,7.5
0.960157320781788,-2.96785255036434,7.5
0.960444519774895,-2.96585226460923,7.5
0.960729842892005,-2.96385197885412,7.5
0.96101331248043,-2.96185169309901,7.5
0.961294931974442,-2.95985140734391,7.5
0.961574713845554,-2.9578511215888,7.5
0.961852639786367,-2.95585083583369,7.5
0.962128766092506,-2.95385055007858,7.5
0.962403119749175,-2.95185026432347,7.5
0.962675683483127,-2.94984997856837,7.5
0.962946472269367,-2.94784969281326,7.5
0.963215498893801,-2.94584940705815,7.5
0.963482765466643,-2.94384912130304,7.5
0.963748284209791,-2.94184883554794,7.5
0.964012093459521,-2.93984854979283,7.5
0.96427418152408,-2.93784826403772,7.5
0.964534565567951,-2.93584797828261,7.5
0.964793249693528,-2.9338476925275,7.5
0.965050252033444,-2.9318474067724,7.5
0.965305574809428,-2.92984712101729,7.5
0.965559227778851,-2.92784683526218,7.5
0.965811235502273,-2.92584654950707,7.5
0.966061600160433,-2.92384626375196,7.5
0.966310337903622,-2.92184597799686,7.5
0.966557461396574,-2.91984569224175,7.5
0.966802969920321,-2.91784540648664,7.5
0.967046880412953,-2.91584512073153,7.5
0.96728919645217,-2.91384483497642,7.5
0.967529942381115,-2.91184454922132,7.5
0.967769118718983,-2.90984426346621,7.5
0.968006728853498,-2.9078439777111,7.5
0.968242788895823,-2.90584369195599,7.5
0.96847732022639,-2.90384340620089,7.5
0.968710318856488,-2.90184312044578,7.5
0.968941788861878,-2.89984283469067,7.5
0.969171756011334,-2.89784254893556,7.5
0.969400229763346,-2.89584226318045,7.5
0.969627226786724,-2.89384197742535,7.5
0.969852741501832,-2.89184169167024,7.5
0.970076791031696,-2.88984140591513,7.5
0.97029937549736,-2.88784112016002,7.5
0.970520494584603,-2.88584083440491,7.5
0.970740184311692,-2.88384054864981,7.5
0.970958440059611,-2.8818402628947,7.5
0.971175280586953,-2.87983997713959,7.5
0.971390702784573,-2.87783969138448,7.5
0.971604714503764,-2.87583940562938,7.5
0.971817343004039,-2.87383911987427,7.5
0.972028566022428,-2.87183883411916,7.5
0.972238430245442,-2.86983854836405,7.5
0.972446916259108,-2.86783826260894,7.5
0.972654066032236,-2.86583797685384,7.5
0.972859866874796,-2.86383769109873,7.5
0.973064325422799,-2.86183740534362,7.5
0.9732674419395,-2.85983711958851,7.5
0.973469243992164,-2.8578368338334,7.5
0.973669722418663,-2.8558365480783,7.5
0.973868908696638,-2.85383626232319,7.5
0.974066800431383,-2.85183597656808,7.5
0.974263401234534,-2.84983569081297,7.5
0.974458723083165,-2.84783540505787,7.5
